选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
1,J1,9.5,26,13.5,12,24,2,0
1,J2,9.5,27.6,12.2,13.5,27,3,0
2,J1,4,16,7.5,4.5,12,3,0
2,J2,3.5,12,8,7,14,1.5,0
3,J1,9,25,11,10.9,25,4,0
3,J2,9.3,27,10,12.2,24,4,0
4,J1,8.5,25,10.5,10.9,25,0,0
4,J2,8.6,25.5,10.5,11,25,0,0
5,J1,8,26,13,12,22,3,0
5,J2,9.5,27,11,11,25,3.5,0
6,J1,6.5,15.5,9,11,22,3,0
6,J2,7.4,20,7,8,21,2,0
7,J1,8,24,11,13,25,3,0
7,J2,8.5,24,10,12.5,25,0,4
