选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
1,J1,9.3,27.8,13.4,12,28.3,3.5,0
1,J2,8.5,28.4,14.1,12.5,28.7,3.5,0
2,J1,6.8,21,11.8,11.5,23,2.5,0
2,J2,5,19.1,10.4,10.8,21.5,2.5,0
3,J1,7.3,20.4,11,10.4,21,2.5,0
3,J2,6.9,19.8,10.4,10.8,20.4,2.5,0
4,J1,9.7,26,11,12.5,26.5,1.5,0
4,J2,9.5,27.4,11,12.2,25,1.5,0
5,J1,7.1,22.5,11,11.5,25,2,0
5,J2,6.8,22,10.1,11.2,26.1,3,0
