选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
1,J1,8,24,12,13,24,,0
1,J2,6.5,23,11.5,12,24,,0
3,J1,9.5,28,12,12.5,28,,0
3,J2,9,27,13.5,12,27.5,,0
4,J1,7.7,24.5,12.3,12.5,25,,-20
4,J2,6,22,10.5,10.5,21,,-20
5,J1,7.8,25,12,12,26,,0
5,J2,7.5,24,11,11.5,24.5,,0
7,J1,8.5,24,10,12,26.5,,0
7,J2,8.5,25,9.2,11.5,25.8,,0
