选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
1A,JR,6.4,27.6,11.8,12.8,26.3,,0
1A,J2,6.5,26.3,11.8,12,26.7,,0
1B,J1,8.5,25,11,12,24,,-40
1B,J2,8.3,24.5,12,11.2,24.2,,-40
2A,J1,9.6,28.5,13.4,13,28,,-40
2A,J2,9.3,29,13.5,13,27.6,,-40
2B,J1,9.5,27,12,12.5,27,,0
2B,J2,9,26.7,12,13,26.5,,0
3A,JR,9.7,26.4,12.1,11.6,26,,0
3A,J2,9.2,26.8,11.5,11.6,27,,0
3B,JR,8.7,26.3,10.5,12.8,26.7,,0
3B,J2,9,26.8,11,12.8,27,,0
4B,J1,9.5,27,12.5,12.5,27,,0
4B,J2,9,27.1,12,13,28,,0
