选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
A,J1,9.9,28.8,13.9,13,27,3.5,0
A,J2,9.6,28.5,13.5,14,28,4,0
B,J1,9,26.4,10.8,12.5,25.5,2.5,0
B,J2,9,27,11.5,12,27,3,0
C,JR1,8.8,26.5,12,12,26.2,3.5,0
C,J2,8.9,27,11.8,12,26.4,3,0
D,JR2,8.9,28.5,14,11,25,3,0
D,J2,7.4,27.6,13.8,11.9,24.5,4.5,0
