选手码,评委,欣赏性,设计水平,创新性,挑战性,娱乐性,加分项,扣分项
1A,J1,12.8,27,12,13.1,27.2,,0
1A,J2,12,26.5,12.5,13,26.5,,0
1B,J1,11.7,19,12.5,9.5,17,,0
1B,J2,10.5,23.5,12.5,9.5,15,,0
2A,J1,12,26,12.5,12,26,,0
2A,J2,14.2,27.9,12.4,13.5,27.4,,0
2B,J1,13,26,14.5,10,25,,0
2B,J2,13,24,15,9,20,,0
3A,J1,13,28,14,13.2,27.8,,0
3A,J2,12.5,28.6,13.8,12.5,28,,0
3B,J1,14.5,27.8,12,13,28.5,,0
3B,J2,13.5,27.5,12.6,13.2,27.8,,0
4A,J1,14,26.5,11.5,13,25,,0
4A,J2,12.5,25.5,11,12,25.5,,0
4B,J1,13.5,25.5,13.5,11.5,26,,0
4B,J2,,,,,,,
